"qid","title","created","NAVICAT_ROWID"
"27765604","成绩优异，没钱留学只能保国内研究生，而成绩比我差的申到国外好学校，心里难受怎么办？","1422103565","56"
"27960774","你有哪些实用的护眼（保养眼睛）方法？","1422957555","57"
"27969524","美国的流浪汉是怎样成为流浪汉的?","1422983165","58"
"27991444","为什么 2015 年初，上海有卫计委官员呼吁大家生二胎？","1423066277","59"
"27999472","你见过最侮辱观众智商的广告是哪个？","1423113100","60"
"28248783","有哪些男生谈恋爱之后才知道的女生秘密？","1424244371","61"
"28467579","做一个可爱的女孩子是种怎样的体验？","1425278988","62"
"29318344","有哪些可怕的故事？","1428227159","63"
"29598070","为什么中国不禁止人名重复？","1429114129","64"
"29653125","你经历的最让你觉得人心可怕的事是什么？","1429288413","65"
"29862425","如果有人跳楼，楼下有人通过撑开被子营救有用吗？","1429934064","66"
"29902038","父母对你伤害最大的一件事是什么？","1430063722","67"
"30412710","有哪些哄骗了我们学生时代的鸡汤故事？","1431752214","68"
"30423643","你为什么要卸载微博？","1431783463","69"
"30456996","法西斯主义到底是什么？","1431911813","70"
"30602857","中国的家长有哪些让人难以理解的神逻辑？","1432353578","71"
"30708561","为什么越长大越难有发自内心的快乐？","1432690994","72"
"30770231","有哪些大名人、英雄人物的结局或晚年很凄惨？","1432866414","73"
"30879612","如何理解反社会人格？","1433215267","74"
"31141761","什么时候你会觉得群众是愚蠢的？","1433897617","75"
"31185891","你见过哪些逗逼的评论/神回复？","1433987078","76"
"31622137","哪一幕让你觉得生活不容易？","1435235604","77"
"31730335","在哪些瞬间会觉得自己特别渺小？","1435477667","78"
"31765777","为什么好多中学生浑浑噩噩还不知悔改？","1435575792","79"
"32177705","为什么有些父母喜欢用语言伤害孩子？","1436795608","80"
"32329727","什么样的女孩会变成将来的广场舞大妈？","1437230340","81"
"33282874","你什么时候觉得智商被侮辱了？","1437671142","82"
"33647873","哪些因素导致了高考竞争中的劣势？","1438250682","83"
"33721073","2008 年北京奥运会到底给我们留下了什么？","1438338356","84"
"33892838","如何看待某些「中国拒绝特蕾莎修女」的言论？","1438510178","85"
"34342275","什么才是真正的善良？","1439091465","86"
"34497523","情商低有多讨人厌？","1439366555","87"
"34550565","你见过哪些经常出现而不易被察觉的洗脑方式？","1439485577","88"
"34673106","父母很逗比是种怎样的体验？","1439804139","89"
"34793286","有哪些你知道的颠覆三观的行业内幕？","1439932608","90"
"34817598","（被）光速打脸是种怎样的体验？","1439984414","91"
"34886670","社会上有哪些潜规则让你细思恐极？","1440165668","92"
"34920215","真的有一生顺遂没有挫折苦难的人生吗？","1440261664","93"
"34978478","你们是什么时候意识到这个社会的不公平的？","1440411556","94"
"35075607","与心机深沉之人相处是种怎样的体验？","1440658029","95"
"35190363","为什么大学一开学会有很多家长送孩子去学校？","1440986618","96"
"35272641","单身男性的生活是怎样的？","1441199030","97"
"36215808","牢狱生活是种怎样的体验？","1444062078","98"
"36402540","你见过的最不人性化的设计是什么？","1444577452","99"
"37855026","有哪些第一眼就感觉到震撼的图片？","1448386961","100"
"37904962","你见过哪些令你瞠目结舌的神逻辑？","1448520771","101"
"38178765","有哪些第一眼就感到震撼的图片？","1449208237","102"
"38817519","如何看待「如果屠宰场的外墙是玻璃做的，你也会是一个素食者」的言论？","1450881632","103"
"39910834","有什么对身体很好的习惯或经验，你知道后你的世界马上就不一样了？","1453949397","104"
"39997502","为什么很多人辛劳一生，仍然生活在社会底层？","1454172743","105"
"40068553","低学历是否比高学历更加会赚钱？","1454395590","106"
"40172401","90 后是最舒服的一代吗？","1454726256","107"
"40223190","新手如何开始练习写作？","1454940392","108"
"40394921","顶尖律师之间的高手对决是怎样的？","1455513603","109"
"40646841","最让你震惊的一宗杀人案件是什么？","1456139160","110"
"40799298","如何评价「女孩子等地铁时蹲在下客区是没教养」的言论？","1456520029","111"
"41055994","你人生到目前为止演技的巅峰时刻是哪一刻？","1457184352","112"
"41178875","好的运气可以多大程度上成就一个人？","1457502842","113"
"41182911","你见过哪些让你目瞪口呆、脑洞大开的骗局？","1457509089","114"
"42362871","你看得起环卫工人么？","1460112315","115"
"43128864","一个人能无耻到什么地步？","1460611429","116"
"44945488","中国有哪些很流行却不正确的价值观？","1461902893","117"
"45155753","最近血荒的事非常多，大家怎么看待这个问题？","1462110547","118"
"48094751","你在美国经历过哪些事情的体验不如中国？","1467502926","119"
"48273108","你从事的行业中，有哪些普通大众难知道的事？","1467949352","120"
"48280066","如何评价现在仅50%的初中生能考入高中？","1467961629","121"
"48513965","为什么有些人连街头小偷都不敢呵斥，却发誓跟美国兵血战到底？","1468554970","122"
"49032525","歧视可以有多可怕？","1469786030","123"
"49061174","舆论可以有多愚蠢？","1469865801","124"
"49295364","亲身经历过的觉得最讽刺的事情是什么？","1470411682","125"
"49502870","有哪些圈子里才知道的小秘密？","1470915867","126"
"50056807","什么情况下你会毫不犹豫地辞职？","1472224477","127"
"50200915","有文化可以有多可怕？","1472619600","128"
"50293388","你见过哪些把无耻当有趣的行为？","1472869207","129"
"50329254","你在无意间知道了哪些令人目瞪口呆的事情/秘密？","1472972335","130"
"50401236","如何看待微信朋友圈里这种论调「孩子，我宁愿欠你一个快乐的少年，也不愿看到你卑微的成年」？","1473157949","131"
"50880813","你见过哪些有趣的过度解读的事？","1474510642","132"
"51145368","有哪些可能是「在中国长大的人」才知道的事？","1475202852","133"
"51532894","有哪些若平时不加注意，积累后将产生严重后果的小习惯？","1476278881","134"
"51671791","有哪些你踏入社会才明白的道理？","1476665746","135"
"51687266","中国校服是否扼杀了个性？","1476691794","136"
"51983022","怎样才知道一个女生喜不喜欢你？","1477443780","137"
"52144126","有哪些「看上去不起眼，实际上是大案」的案件？","1477882502","138"
"52342900","你见过哪些过分的地图炮？","1478420656","139"
"53786382","为什么中国总是花费巨资把基础设施修到贫困山区，而不是让村民从大山深处搬出来，同时保护山区的原始森林？","1482106952","140"
"54883718","历史上有哪些丧心病狂的案件？","1484709314","141"
"55166678","为什么越来越多年轻人反感「亲戚」这个人群？","1485507225","142"
"55744630","现在的男性是否普遍不再对女性展开追求了？为什么？","1486932021","143"
"56467537","第一次知道自己要当爸爸了是种怎样的体验？","1488342731","144"
"57003442","一个人可以无知到什么程度？","1489321204","145"
"57260850","如何一针见血地彻底击溃熊孩子和熊家长？","1489770972","146"
"57557739","如何看待山东高利贷黑社会人员当儿子面凌辱其母，其中 1 人被儿子刺死？","1490344157","147"
"57574786","为什么韩国国家形象差？","1490370753","148"
"58050434","什么是「屌丝思维」？","1491362242","149"
"58854454","人言有多可畏？","1492845081","150"
"59045049","在哪个瞬间你觉得自己是个屌丝？","1493196528","151"
"59445150","底层出身的孩子，假设当年没能考上重点大学，会损失和错过什么？","1493995012","152"
"60459612","你听过三观极歪的一句话是什么？","1496115507","153"
"60715942","你有什么曾在千钧一发时救了你的技能？","1496668768","154"
"60864080","有哪些看似聪明，实则很傻的行为？","1496968257","155"
"61309053","老婆被领导暗示潜规则，我该怎么对付这样的人？","1497920030","156"
"61521017","被自己喜欢的人羞辱是种怎样的体验？","1498296740","157"
"61676183","有哪些你难以理解的潮流？","1498538877","158"
"61847755","男生的哪个瞬间让你觉得很有教养?","1498829903","159"
"61902951","因为什么你才会打架？","1498961790","160"
"62025901","如果不远的将来发生经济危机，普通人现在能做些什么准备呢？","1499216617","161"
"62112909","有哪些看似不简单却人人都会的技能？","1499392889","162"
"62209505","如何用一句话破坏聊天氛围？","1499595637","163"
"62214708","你有哪些一鸣惊人的操作？","1499604370","164"
"62484493","为什么我会在相对高端的场所感到紧张？","1500128580","165"
"62598434","哪些话曾无意出现，却成为你的毕生信仰？","1500363514","166"
"62657777","混社会是种怎样的人生状态？","1500463681","167"
"63016277","你见过哪些宛如智障的广告？","1501130230","168"
"63315237","你有哪些最装逼而且成功的神操作？","1501670564","169"
"63682566","为什么网络小说作家多是女作家被曝光抄袭，而男作家被曝光抄袭的却很少？","1502334373","170"
"63894266","生活中有哪些残忍的真相？","1502701040","171"
"64000720","为什么郑智化被遗忘得这么彻底？","1502878536","172"
"64676168","有哪些让你觉得高端的东西就是好的瞬间？","1504096932","173"
"65218492","你听过哪些反智的鸡汤？","1505143089","174"
"65389861","生活中你听到过哪些忍俊不禁的对话？","1505469753","175"
"65684023","有什么事情坚持下来，整个人都会变美？","1506040794","176"
"65936841","有哪些让人同情的杀人犯？","1506507477","177"
"65997332","你有哪些因无意间的举动立了大功的经历或故事？","1506619331","178"
"66179668","如何看待几年前的「公知」群体？为何当年颇有影响而现在大多沉默了?","1507044082","179"
"66331248","女人会嫁没有生育能力的男生吗？","1507394054","180"
"66624238","你所经历过的最尴尬的事情是什么？","1507944889","181"
"67452946","你听说过哪些骇人听闻的真实事件？","1509443681","182"
"68014919","你见过最杠的杠精是什么样的？","1510481316","183"
"68477867","作为女生，最不理解其他女生什么行为？","1511323606","184"
"68521407","有哪些「本以为才开始，没想到是巅峰」的例子？","1511403579","185"
"68780501","该不该把保姆当家人看待？","1511853836","186"
"263305072","什么样子的婚姻让人感到必须要离婚？","1511883354","187"
"264354860","你什么时候觉得生活很难？","1513755263","188"
"264720518","法学界为什么有学者一直在为废除死刑而努力？","1514387200","189"
"264746987","如何看待女性的生育能力？","1514443116","190"
"265438463","有哪些大家都不看好，但最后却出乎意料的事情？","1515664115","191"
"265514786","你都经历过哪些让你后怕的事情？","1515812026","192"
"265567062","为什么越来越多的中小学生变得「社会」？会带来什么影响？","1515905004","193"
"265637604","学医的女生有多可怕？？","1516017886","194"
"265851224","有特长真的那么重要吗？","1516366209","195"
"266364732","有哪些充满江湖味道的歌曲？","1517229561","196"
"266730520","哪个瞬间你对中国娱乐圈彻底失望？","1517839665","197"
"266767649","中国教育最大的成功在哪里？","1517907857","198"
"266891486","娱乐圈情商最低的明星是谁？","1518104567","199"
"267163724","乘务员最反感什么样的乘客？为什么？","1518622163","200"
"267560525","如何看待“富贵不还乡，如锦衣夜行”？","1519351011","201"
"267775628","你从什么时候开始感受到所谓的“资本的力量”？","1519614075","202"
"267806277","一个人的观念可以老到什么程度？","1519641345","203"
"268207822","有哪些小时候不明白，长大了才懂的事情？","1520201882","204"
"268390293","怎样评价视频「一乘客高铁吃方便面，被另一乘客狂怼」？","1520478837","205"
"268538053","中国 00 后与前辈比是否有足够的进步？","1520694472","206"
"268778540","中国的女人结婚后算是最不幸的女人吗？","1521019640","207"
"269972263","如何当一个被强奸过的女生的男朋友？","1522051694","208"
"270775234","为什么街头混混打架从来不穿防刺服？","1522638136","209"
"270794084","为什么有的人待人冷漠无情反而朋友更多？","1522647700","210"
"270962808","如何看待gai怼网友？？","1522754957","211"
"271011718","哪些看上去很有「道德感」的行为，却让你觉得很可恶？","1522803950","212"
"274431199","有哪些看似很「歪」实则很「正」的大实话？","1524489819","213"
"275178183","你见过哪些好玩的视频？","1524931803","214"
"275656178","有哪些事让你觉得「学到了」？","1525268141","215"
"276000271","为什么坏人比好人心理强大？难道坏人不会内疚吗？","1525519403","216"
"276937077","有哪些简单但是很少人知道的化妆小技巧？","1526138947","217"
"277016222","女友要18w8的彩礼，我该怎么办？","1526204730","218"
"277565991","有哪些视频让你感动到痛哭流涕？","1526556986","219"
"277656808","为什么大家都说孕妇不能吃凉的？","1526620257","220"
"278115980","女生会对不喜欢的男生多残忍？","1526920550","221"
"278439839","有哪些你亲自遇到过的悬案？","1527144462","222"
"278648569","从眼睛或者眼神就能够看透一个人吗？","1527278733","223"
"278684910","有哪些一听就三观不正的话，还一堆人爱用？","1527313247","224"
"279247693","你手机中最舍不得删的一段视频是什么？","1527684257","225"
"280273687","抖音是否正在向社会传递不正价值观？","1528445353","226"
"280330100","中国女性是怎么提高到如此地位的？","1528476831","227"
"282472909","其他国家的男女矛盾有中国这么激烈吗？","1529907883","228"
"284966366","所以《我不是药神》里究竟是谁错了？","1531394671","229"
"285168010","没钱人跨越到中间阶层难，还是中间阶层跨越到有钱人难？","1531528919","230"
"286685513","有哪些视频让你一见难忘？","1532418955","231"
"294042134","有哪些让你细思恐极的事件？","1536533213","232"
"296357070","你在什么时候会突然觉得心特别累？","1538059928","233"
"299671598","为什么中国医院在高消费的前提下体验如此之差？","1540277050","234"
"303976353","有哪些让直男感到窒息的视频片段？","1543409566","235"
"304102027","人生在世有哪些观念是越早建立越好的？","1543500366","236"
"304788445","你见过哪些比穷更可怕的事?","1544015955","237"
"304889491","为什么网吧老板不会赶走蹭睡的人？","1544092304","238"
"306052079","有哪些典型的资本家思维？","1545050630","239"
"306723332","你现在是否处于「自杀式单身」？","1545569711","240"
"308429562","哪些知识越了解越觉得『对这个世界很绝望』？","1546930176","241"
"310675395","怎么看待咪蒙矩阵旗下文章《一个出身寒门的状元之死》？反映了哪些问题？","1548773249","242"
"311343064","你知道有哪些人贩子遭到比较严重的报复或报应的真实事件？","1549432490","243"
"313206053","被惯坏的人是什么样的？","1550797492","244"
"313655517","成年人的崩溃是从哪一刻开始的？","1551099737","245"
"316959171","女生偷偷有过哪些很渣的想法？","1553217823","246"
"317061552","在网上有哪些常见的「精神鸦片」？","1553264207","247"
"319548578","高中生上课喝了一口水，该不该被退学？","1554881815","248"
"320009344","996 对国家和社会而言，是利大于弊么？","1555166243","249"
"320301795","996 明显违反劳动法，为什么会被提倡？","1555344312","250"
"321962876","为什么很多大学生明明每月生活费达到1500，却还过的很拘束？","1556363038","251"
"322303394","为什么你争不过固执己见的大爷大妈？","1556556352","252"
"322314963","你见过最崇洋媚外的人是怎样的 ？","1556583216","253"
"322856732","你有没有在一瞬间突然认清了一个人？","1556949396","254"
"325402224","婴儿有做什么让人感动的事吗?","1558427230","255"
"326429999","如何看待南昌红谷滩女孩子大街上被陌生人杀害事件?","1558959311","256"
"328554692","你如何看待人民日报转发的半月谈发表的《被“假精致”掏空的年轻人》？","1560075239","257"
"328881623","如何评价「因少了一个芒果，跪求原谅的圆通快递员险遭开除，最后警察出具证明」？","1560241005","258"
"330354375","如何看待湖南怀化新晃教师2003年举报操场偷工减料后失踪，十六年后发现遗体在操场下方?","1561024797","259"
"334731954","杭州千岛湖9岁失联女童遗体被找到，案件真相如何？","1563003597","260"
"336154130","担心我已满 14 岁的女儿谈恋爱，我应该检查她的手机吗？","1563716886","261"
"337744918","如何看待重庆保时捷帽子女先动手被男司机反击?","1564468979","262"
"340023541","如何看待公众号 3 号厅发布的「祝中国女孩早日穿衣自由」这篇文章？","1565544127","263"
"340625566","如何看待在微博上如此多的女性自曝在地铁等公共场合被性骚扰可以在毫无证据的情况下评论获得一边倒的支持？","1565801729","264"
"340988510","大家如何看待墨尔本留学生抗击港独？","1565972104","265"
"341877080","成年人之间有哪些容易踩坑的潜规则?","1566357143","266"
"343758856","是倾家荡产看病还是留着钱等死？","1567251329","267"
"345415605","如何看待中学门口老师提水桶给女生卸妆，是否侵害学生的权利？","1568128592","268"
"346195467","什么是社会内卷化？","1568563605","269"
"350691379","崔雪莉真的是自杀死的吗？","1571045454","270"
"356492433","如何看待祁东 12 岁未成年女孩被多名公职人员强奸?","1574079476","271"
"357046979","你知道哪些社会经典语录？","1574336796","272"
"357755588","为什么我觉得周围没有人婚姻是幸福的？","1574689455","273"
"359098150","如何看待学历低的人？","1575363268","274"
"361645478","是不是这个世界都擅长欺负老实人？","1576652198","275"
"363419933","既然人都会死去，那为什么还要活着呢？","1577509761","276"
"368275583","如何看待火神山、雷神山建设在线直播？你从直播中看出了什么？","1580192662","277"
"369597336","世界上真的有张伟这么惨的人吗？","1580792949","278"
"371487334","男生真的不懂什么是绿茶吗？","1581520603","279"
"372662008","如何评价世界卫生组织总干事谭德塞说到，“我一生中从未见过这样的动员”?","1581958357","280"
"380828448","李文亮事件调查结果公布，督促公安机关撤销训诫书并追究有关人员责任，你有什么想说的？","1584616221","281"
"381595945","如何看待西班牙老人声嘶力竭控诉医院「忽视老人，优先救助年轻人」?","1584877584","282"
"388678819","如何看待「大衣哥」朱之文家门被村民踹开？","1587171031","283"
"389592551","有哪些事情几乎可以做到全国统一？","1587472998","284"
"392381606","如何看待 93 年女生拥有 400 栋楼这件事，是真是假？","1588504444","285"
"393865852","如何看待医生优先帮助亲戚的行为？","1589085064","286"
"394004713","怎样看待papi酱因为孩子随父姓被某些网友辱骂？","1589128931","287"
"395312612","如果人类可以听懂动物说话，人们还会吃肉吗？","1589641060","288"
"395798173","女大学生翼装飞行失败身亡，有部分网友评论「后浪」，这说明了什么？","1589853238","289"
"398145093","不久的将来，人口红利消失后会对我国经济发展产生哪些影响？","1590730185","290"
"401477090","离开了白人，黑人能不能治理好国家？","1592184411","291"
"402253333","如何看待媒体称「山东242人涉嫌冒名顶替取得学历」，涉及14所高校？","1592525926","292"
"403526230","为何马云退休后，阿里的黑料变多了？","1593140802","293"
"404420366","警方通报三人通过伪造老干妈公司印章，与腾讯签订合作协议，这是如何做到的？可能需要承担怎样的法律责任？","1593581859","294"
"404583790","家里买的房子只写了女朋友的名字，却发现她出轨，我有什么办法收回吗？","1593661505","295"
"404648926","女子 12 岁被卖作童养媳后遭强奸生下子女，离婚后被孩子索要抚养费，受害人该怎么办？法律是怎么规定的？","1593684368","296"
"404734251","如何看待武汉一高考生疑在校女厕所偷拍被发现回家后从30楼坠落身亡事件及涉事学生家长的行为？","1593736895","297"
"405448779","如何看待安徽黄山歙县因暴雨部分考生无法到场，高考语文考试取消？后续最有可能的解决方案是什么呢？","1594088002","298"
"405508157","为什么班上的小混混当上了老板，而成绩好的还在为首付发愁？","1594108266","299"
"405681562","面对禽兽不如的坏人，现在为什么很少有路过的人出手打抱不平？","1594187375","300"
"406882409","深圳将全面禁止露天烧烤，四成受访者称有遗憾，你怎么看？","1594720925","301"
"411244006","如何看待浙江大学犯强奸罪学生被开除学籍？","1596211002","302"
"411401647","警方发现在青海失联女大学生遗骸，发生了什么？","1596282848","303"
"411995587","张一鸣就TikTok一事给中国区员工写信称「不要在意短期损誉」，如何评价这封全员信？","1596528006","304"
"412184230","如何看待西瓜放人行道被城管要求拉走，瓜农一气之下全摔碎？瓜农违法了吗？","1596604290","305"
"412307674","如何看待无锡 17 岁女孩当街被割喉，其母亲称凶手挟持女儿 40 分钟后警方鸣枪，否认凶手为女儿男友？","1596639235","306"
"414479637","怎么看待抖音博主在星巴克某门店用硬币支付，遭到拒收的行为?","1597489621","307"
"415358912","江苏南通老人拿超市鸡蛋未结账被拦下后猝死，家属索赔 38 万，超市需要为老人的死负责吗？","1597747919","308"
"416671452","你什么时候意识到明星其实也不过是普通人而已？","1598107232","309"
"417122425","如何看待「 3 岁女孩被爸妈喂到 70 斤当吃播赚钱」一事？「吃播乱象」可能会带来哪些问题？","1598255361","310"
"419405556","有哪些有钱人玩的东西超出了普通人的想象力？","1599218922","311"
"419628591","如何看待杨超越说种 100 斤玉米只能买 3 斤猪肉?","1599323608","312"
"420153509","饿了么凌晨发文将推出新功能，用户可选择是否愿意多等外卖员 5 分钟，你愿意多等这 5 分钟吗？","1599587038","313"
"420168988","我国将强化结婚颁证仪式感，引导婚姻当事人宣读结婚誓言，建立地方领导、名人颁证制度，你怎么看？","1599612993","314"
"420634857","如何看待武汉市民在烈士陵园跳广场舞，称「人民快乐是烈士的期望」?","1599831358","315"
"421145406","如何看待网友爆料「某花店老板因差评争执殴打上海交通大学的学生」一事？事件经过是怎样的？","1600095119","316"
"421311740","都来说说，生活能窘迫到什么地步？","1600181360","317"
"421380479","如何看待杭州一女孩地铁补妆遭男子殴打，并扬言「你太臭美了，要好好调教你」？","1600229318","318"
"422328032","张桂梅华坪女高出来的女生现在怎么样了？","1600741951","319"
"424806296","如何看待河南洛阳一景区国庆假期一元午餐共售出23000份，无人值守结账多出458元？是否值得推广？","1602221427","320"
"425750370","如何看待成都大学党委书记毛洪涛留下「绝笔」失联，学校成立专班调查，媒体多次致电校长王清远始终无人接听？","1602739105","321"
"426525981","为什么有的人羡慕韩国人那种被美国驻军，但是生活水平高的状态?","1603177938","322"
"427204810","100个人要过河，只有90张船票，应该怎么分？","1603553409","323"
"427397556","如何看待华坪女高张桂梅校长反对女生做全职太太？受教育女性当全职太太是浪费吗？","1603681614","324"
"428034871","一男子相亲拒付 203 元饭钱，称「说好 AA 制她却先走了」，民警调解下支付了一半餐费，你怎么看？","1604039138","325"
"430038207","为什么很多穷人家的孩子不去考公务员，他们是不知道公务员的好吗？他们是不是云里雾里不知道什么是好职业？","1605231873","326"
"430045093","藏族人是如何看待「康巴汉子」丁真走红一事的？","1605234598","327"
"430996087","官方回应「普陀山景区 1900 元天价便饭」：菜品明码标价，点菜时已与消费者说明，你怎么看？","1605763333","328"
"431538148","社会狠狠的教会过你什么？","1606058441","329"
"434145585","如何看待上海为独居老人装智能水表， 12 小时不走字自动报警？","1607558844","330"
"435301966","儿子认为不结婚、不买房就可以避免人生大部分的烦恼，我该怎样劝说他？","1608207995","331"
"435706809","如何看待媒体评论文章《「做题家」们的怨气为何要往丁真身上撒？》？","1608457947","332"
"436149547","如何看待「中国小男孩打四个外国女孩」事件中国男孩母亲放出完整视频，事件反转女孩先推搡动手 ？","1608710497","333"
"437022832","女孩子用身体交换自己的未来是否值得？","1609228218","334"
"438129586","饿了么 43 岁外卖员送餐时猝死，平台称「不存在劳动关系，只能给人道主义费用」，这该怎么办？","1609914304","335"
"438677613","是不是学历越高的群体越容易喜欢 ACG 文化?","1610233135","336"
"438924016","如何看待丁真被曝抽烟后，网友对其评价近乎一面倒？是他不该抽烟，还是不该被捧红？","1610369523","337"
"440608876","为什么现在总鼓励年轻人正面刚？","1611292359","338"
"441025450","如何评价中美「跪下的警察」对比图？","1611502636","339"
"441062228","如何看待导游怒怼参观汶川地震遗址嬉笑游客：请文明祭奠，再笑请你出去？","1611539997","340"
"441183195","假如世界上没有脏话存在，会发生什么？","1611584781","341"
"441416399","西安一隔离人员没带够钱在酒店楼下滞留一夜，工作人员：「按规定需一次性缴纳全款」，你怎么看？","1611717065","342"
"441811506","如何看待教育部答复防止男性青少年女性化提案，称要注重「阳刚之气」培养？","1611895522","343"
"442338887","如何看待上海一女子给外卖员差评后遭砸门威胁，外卖员称「不取消差评弄死你」，现已被拘留？","1612169962","344"
"445953488","为什么有网友说货拉拉跳窗女生是被害妄想症？女性在面对潜在危险时应该如何应对？","1614070836","345"
"445993971","如何看待市民举报「民警过年期间公车私用去买烤鸭」，官方回应「系处理完公务后为值班民警购买晚餐」？","1614084510","346"
"446190780","哪一个瞬间，你发现祖国比想象的更强大？","1614174451","347"
"446302299","如何看待深圳中学「豪华」教师阵容超 4 成是博士，博士当中学老师是否大材小用？","1614236054","348"
"446646247","中日韩三国年轻人为什么都过得这么累？","1614397866","349"
"446990478","哪一个时刻让你突然感觉到「生活在中国，真好」？","1614569913","350"
"447085848","如何判断一个老外夸中国，是发自真心，还是财富密码？","1614604174","351"
"447112149","为什么现在很多人开始厌恶阿里巴巴了？","1614611904","352"
"447184915","哪一刻你发现年轻人正在悄悄改变社会？","1614662662","353"
"447582569","把“让军人成为全社会尊崇的职业”落到实处，你有什么建议？","1614850397","354"
"449956191","如何看待高学历年轻人明明拿着一手「好牌」，为何却选择「就地躺平」？","1616035610","355"
"450695850","您认为当今社会中最具有讽刺意味的现象是什么？(民间现象，不涉及政治等敏感话题)？","1616406228","356"
"455683951","一次性拿出50万存款的家庭，在国内有多少呢？","1618928465","357"
"455857255","在哪些瞬间，你觉得中国很「可爱」？","1619013889","358"
"456366758","个人年收入100万，在国内具体是什么水平呢？","1619273900","359"
"456959883","如何看待北京人社局副处长体验送外卖的一天，并表示「太委屈了，这个钱太不好挣了」?","1619579623","360"
"457562649","如何评价玻璃大王曹德旺宣布捐资 100 亿元在福州建立福耀科技大学？","1619957696","361"
"457625710","如何看待张国立发布大夜班工作动态，被网友指责「明星赚得多还矫情」这件事？","1620009059","362"
"457685415","如果欧洲很落后，非洲很发达，你会觉得黑人比白人好看吗？","1620042731","363"
"458690995","成都 49 中一学生坠楼身亡，目前调查情况如何？还有哪些问题值得关注？","1620631467","364"
